"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51776649746193","2.51012145748988","2.47702407002188","2.7940288493794","3.59922178988327","4.10096377494424","4.27707297760187","4.4258336418259","4.77750508341168","5.62202020887743","6.18729480964419","6.56566033561861","6.66602266899619","6.67084036318234","4.20598999407169","2.86046777972098","4.20609398852294","1.99163765537339","3.26264307471188","3.43935218464331","3.58527899141791","3.68902469279816","3.73375379915049","3.22501820314885","2.56243337150077","","","","","",
"Africa Eastern and Southern","AFE","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","11.6905209996577","11.5472708708541","12.0928251332113","12.1321009094648","12.2599108002241","13.5334500615891","13.3179413451347","12.8102525641851","13.4968376819075","13.5224605513519","14.2235028196215","13.8609437784984","12.5682027185249","12.4981031446067","13.7061789955503","15.1729881681208","16.5109694418924","15.5821224030485","16.2073858090411","15.6732245423771","13.4254712104394","14.3990113787741","15.9482792980039","16.2234061488108","16.4620742267076","16.6167014748606","15.9750101503472","17.6327264491648","16.7042458255507","16.757276691299","16.826604681173","16.0421048811768","15.7388407030924","15.4750565005974","14.7975461442252","14.6216714082222","14.7301147382834","14.1192784959653","14.4887769572128","14.4182276209616","13.5840480093074","12.2442039051814","11.8987275387088","11.2040300980203","11.7501066980604","11.3568531957458","10.7758861898265","10.5783967672239","10.1830362612252","10.0216266208323","10.3224827240152","10.6744931799738","10.9068633709366","10.8368712267633","10.778546341663","10.4422971816075","10.3781406814728","10.5027791651069","9.98602695582495","",
"Afghanistan","AFG","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8227521829407","16.9238662341696","17.5540062570161","16.5982122192596","16.3855371972017","17.7473095255876","17.839116299","13.14987660941","12.5225768432907","13.7791892429929","12.4860851363953","11.4998672561905","11.477587555803","11.4200060049012","4.1141966128347","3.53042246146676","6.16017721650239","7.04318108092508","7.52811462924912","8.49315681616916","10.1902619598408","7.60664995853586","",
"Africa Western and Central","AFW","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","","","","","","","","","","","","","","","","","21.7871841836641","21.1696129078658","19.8312478141788","15.4028831357058","17.4960350792226","18.247306484386","16.0309264417453","16.8831725668244","14.9946187794768","15.0767528954415","15.9088890562646","14.5434737173639","15.7555758678577","18.7043915474188","19.1994527740564","18.4542930514527","18.9246399990928","17.5456878874403","13.7703043890826","12.7377083130852","12.6695765536482","11.6782273651635","11.7325413379244","10.9412664747557","10.6114602432364","9.82787678990023","9.70499988771217","9.58888684254375","9.36661644929358","8.2244315169476","8.84608056583157","8.82924860966364","10.0534523215142","10.4827285517574","10.2429084232155","9.98080115208621","10.0992107363865","10.6547295467826","11.5901529099805","12.2696026086169","13.5022564225844","13.2204479382748","13.80788050868","",
"Angola","AGO","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.64628079359054","3.44574999431473","4.37839118384962","6.25937084278895","3.22287577892959","2.89016332100962","3.87310081436431","3.66182566484066","3.99981452887264","4.68193830870652","3.91288354903499","3.61281577438344","3.399491640092","3.46173680669987","5.10942154872725","4.54177403520362","4.16780473313727","4.40328953329052","4.82734265180973","4.76307157240238","5.68514480307257","6.75268074236392","6.58054965735374","6.05946923337998","6.13744698434697","7.06304272536463","6.54051297580083","7.44976869920042","7.99574282011019","",
"Albania","ALB","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85795208144539","4.58342890946626","4.72394295929822","4.53252298272745","4.31784580575779","4.09904001959361","4.06654283252579","4.12416007365678","4.17755701844762","4.42584401421105","4.90492532097372","5.29679097861481","4.99779767478874","5.19758098355153","5.45212540687051","5.66189767373199","4.61445771380938","5.05980135594677","5.32578898520395","5.67151941669391","5.68442741798015","6.15816688393972","6.70811438467001","6.96748875847972","7.06941246497269","6.91828890492335","7.5046180928804","6.87772585101551","",
"Andorra","AND","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.83085443139985","3.45174669836697","3.43814816998333","3.61578788906996","3.65504788618828","3.47674821321747","3.43504662211946","3.39881638773171","3.57693438403017","3.61231681311535","3.69978980213733","3.66060401500449","3.72383504240788","3.83815615460753","3.67687366253974","3.70608985448457","3.74112485956452","3.74883272584872","3.61028448557391","3.67368951398301","3.73356933178986","4.06372177575712","3.57566714740944","3.39743699615492","",
"Arab World","ARB","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","","","","","","","","","","","7.36119847468867","6.89217742196609","6.89834818942147","7.08476560238154","6.87664349664836","6.31891006921493","7.39051822717885","7.97638375676922","8.92313092733288","9.85797483556307","10.1863293619216","10.9848779825386","11.7317743121732","12.7193001199883","12.622724313035","9.70225343544869","11.0640139054904","11.2283573443778","11.117435202087","11.3640421697793","12.1986618050235","12.569924608546","12.7054141063929","13.3169561633587","12.9320073153406","13.0207491993529","11.3674554561947","11.6651646699398","11.5243198581579","10.7932793165635","9.89055362215356","9.4016489834857","9.21133451256991","8.7886401154029","9.87096466362056","9.80206236132781","9.36848958810213","9.3097582376506","9.37126511653644","9.89169987549639","10.6912721507574","10.8952031884497","10.6260585259385","10.3115057663552","10.2400648030532","11.1480777509869","11.5441594794556","11.8320239633804","11.6490064739847","",
"United Arab Emirates","ARE","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","","","","","","","","","","","0.910603124517689","1.12309252017748","2.74407202159","3.43216609989027","3.05756754261542","3.72808374268427","6.41237306946875","7.92687202019258","8.76975262678911","9.14469269010992","8.92751717475311","8.27561854470455","8.77449108700372","8.84071248347951","8.16657688315442","7.4938885157824","7.42306391613121","7.58367150146651","7.8437806072478","6.58769274582126","6.77246265719199","6.63729265402844","7.89550062539303","8.63108731478083","8.55748953651097","9.07200029229159","13.3137591852656","13.0634763203571","12.2624610762446","11.5123829171924","10.608039735308","9.65695462798033","9.0255775725641","8.60026538838952","9.19537711686217","8.47542175772982","8.14829315970101","8.08503637670565","7.92574426833549","8.11529453740231","9.1758933520037","9.32746091059342","9.38138082343735","8.92578979482029","8.86735310804829","10.2917800360059","10.0017515004787","9.82074787855267","10.8457903419819","",
"Argentina","ARG","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","41.184160179361","41.0085848893582","37.8240272440343","36.1962188354532","36.6454303394205","31.5447436578601","35.762858969727","36.358073530149","34.3339746673214","34.0368852105037","38.2151082839456","39.1167603264945","36.5949867337521","34.1276092098082","32.6851576737693","29.4760969898486","28.7652362920743","31.3602562635854","30.6694675312814","29.7084408031154","29.6418473138549","27.4195971594836","27.4966462800495","27.9996758567287","30.9493718883737","26.7897045521809","24.3864490932335","21.8591315586603","18.2399115325496","17.8190917106899","17.2467521148076","17.5357232920479","18.227905749866","17.8379584760908","16.9615250614589","16.4942719439838","16.0932258763829","20.347773913878","22.4867505875749","18.9370136214371","18.340415936715","17.8777938558849","17.0474154518997","16.5383660984547","15.5837772738051","15.8448608064195","15.8506983942663","15.2168009115954","15.0110542553443","14.7727785491821","14.1815854549835","13.4880259708051","12.8351683415363","14.0601434041581","13.5408390702829","14.5905295089183","15.558416982668","16.3018422823803","16.3174987404154","",
