typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20150101","2015","1","201501","36","AUS","Australia","X","Export","0","W00","World","0","W00","World","H4","HS","true","2604","Nickel ores and concentrates","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","23436000","false","0","false","0","39154003.666","39154003.666","0","false","true",
"C","M","20150101","2015","1","201501","56","BEL","Belgium","M","Import","0","W00","World","0","W00","World","H4","HS","true","2604","Nickel ores and concentrates","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25687.2","false","8","kg","25687.2","false","25687.2","false","0","false","465207.921","0","465207.921","0","false","true",
"C","M","20150101","2015","1","201501","72","BWA","Botswana","M","Import","0","W00","World","0","W00","World","H4","HS","true","2604","Nickel ores and concentrates","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17602000","false","8","kg","17602000","false","17602000","false","0","false","26205685.164","0","26205685.164","0","false","true",
"C","M","20150101","2015","1","201501","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H4","HS","true","2604","Nickel ores and concentrates","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","39712.064","true","-1","N/A","0","false","39712.064","true","0","false","63834","62349","63834","6","false","true",
"C","M","20150101","2015","1","201501","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","2604","Nickel ores and concentrates","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10052300","false","8","kg","10052300","false","10052300","false","0","false",,"15351200","15351200","0","false","true",
"C","M","20150101","2015","1","201501","12","DZA","Algeria","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","21736.79","0","21736.79","0","false","true",
"C","M","20150101","2015","1","201501","24","AGO","Angola","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","597595.56","554099.53","597595.56","0","false","true",
"C","M","20150101","2015","1","201501","28","ATG","Antigua and Barbuda","M","Import","0","W00","World","0","W00","World","H3","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","116.292","0","116.292","0","false","true",
"C","M","20150101","2015","1","201501","31","AZE","Azerbaijan","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","161291.53","0","161291.53","0","false","true",
"C","M","20150101","2015","1","201501","32","ARG","Argentina","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2470564.91","0","2470564.91","0","false","true",
"C","M","20150101","2015","1","201501","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","6984.6","6984.6","0","false","true",
"C","M","20150101","2015","1","201501","36","AUS","Australia","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","19129761.37","0","19129761.37","0","false","true",
"C","M","20150101","2015","1","201501","36","AUS","Australia","X","Export","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","68698886.64","68698886.64","0","false","true",
"C","M","20150101","2015","1","201501","40","AUT","Austria","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","38341339.615","0","38341339.615","0","false","true",
"C","M","20150101","2015","1","201501","40","AUT","Austria","X","Export","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","17227353.893","17227353.893","0","false","true",
"C","M","20150101","2015","1","201501","48","BHR","Bahrain","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","203128.701","0","203128.701","0","false","true",
"C","M","20150101","2015","1","201501","51","ARM","Armenia","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","26276.77","0","26276.77","0","false","true",
"C","M","20150101","2015","1","201501","52","BRB","Barbados","M","Import","0","W00","World","0","W00","World","H2","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1350.5","0","1350.5","0","false","true",
"C","M","20150101","2015","1","201501","56","BEL","Belgium","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","26525068.361","0","26525068.361","4","false","true",
"C","M","20150101","2015","1","201501","56","BEL","Belgium","X","Export","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","15116904.059","15116904.059","4","false","true",
"C","M","20150101","2015","1","201501","60","BMU","Bermuda","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","26.48","0","26.48","0","false","true",
"C","M","20150101","2015","1","201501","68","BOL","Bolivia (Plurinational State of)","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","19194.97","17201.32","19194.97","0","false","true",
"C","M","20150101","2015","1","201501","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","72238","0","72238","0","false","true",
"C","M","20150101","2015","1","201501","72","BWA","Botswana","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","4718.852","0","4718.852","0","false","true",
"C","M","20150101","2015","1","201501","72","BWA","Botswana","X","Export","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","33604106.884","33604106.884","0","false","true",
"C","M","20150101","2015","1","201501","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","8786378","8628723","8786378","4","false","true",
"C","M","20150101","2015","1","201501","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"24222837","24222837","4","false","true",
"C","M","20150101","2015","1","201501","84","BLZ","Belize","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","122.71","0","122.71","0","false","true",
"C","M","20150101","2015","1","201501","90","SLB","Solomon Isds","M","Import","0","W00","World","0","W00","World","H1","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","376.262","0","376.262","0","false","true",
"C","M","20150101","2015","1","201501","96","BRN","Brunei Darussalam","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","34181.96","0","34181.96","0","false","true",
"C","M","20150101","2015","1","201501","100","BGR","Bulgaria","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","772924.331","0","772924.331","0","false","true",
"C","M","20150101","2015","1","201501","100","BGR","Bulgaria","X","Export","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","411883.103","411883.103","0","false","true",
"C","M","20150101","2015","1","201501","104","MMR","Myanmar","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","14384.01","0","14384.01","0","false","true",
"C","M","20150101","2015","1","201501","112","BLR","Belarus","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","207600","0","207600","0","false","true",
"C","M","20150101","2015","1","201501","112","BLR","Belarus","X","Export","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","18500","18500","0","false","true",
"C","M","20150101","2015","1","201501","116","KHM","Cambodia","M","Import","0","W00","World","0","W00","World","H4","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","7177.39","0","7177.39","4","false","true",
