freq,nace_r1,currency,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 
A,K,PPS,AT	: 	23.76 	23.87 	23.72 	23.35 	24.47 	22.81 	22.27 	23.00 	22.23 	23.52 	24.82 	26.11 	25.39 
A,K,PPS,BE	: 	: 	: 	: 	: 	26.23 	27.37 	29.32 	28.38 	28.08 	28.17 	28.45 	28.99 	29.23 
A,K,PPS,BG	: 	: 	: 	2.37 e	2.71 e	2.69 	2.69 	2.83 	2.94 	3.04 	3.45 	3.82 	4.64 	: 
A,K,PPS,CH	: 	: 	: 	: 	: 	26.69 	: 	28.02 	: 	27.54 	: 	29.64 	: 	32.17 
A,K,PPS,CY	: 	6.87 	7.53 	8.30 	8.82 	9.07 	9.40 	10.40 	11.14 	11.93 	12.66 	12.98 	14.37 	15.23 
A,K,PPS,CZ	6.59 	6.36 	7.36 	7.63 	8.27 	8.52 	10.22 	9.72 	10.51 	11.05 	13.57 	12.79 	13.88 	: 
A,K,PPS,DE	: 	19.01 	20.08 	20.60 	21.35 	22.25 	22.53 	22.88 	23.46 	24.15 	25.05 	24.95 	25.37 	: 
A,K,PPS,DK	: 	: 	20.15 	21.30 	21.91 	22.58 	22.99 	23.96 	23.48 	24.32 	25.02 	26.36 	27.84 	: 
A,K,PPS,EE	: 	3.66 	4.37 	4.49 	4.81 	4.87 	5.62 	7.38 	7.30 	8.11 	8.27 	9.17 	9.10 	9.86 
A,K,PPS,EL	11.77 	11.93 	12.28 	12.44 	13.01 	13.89 	14.99 	16.32 	16.16 	: 	: 	: 	: 	: 
A,K,PPS,ES	: 	12.91 	12.68 	12.75 	13.17 	13.94 	14.21 	15.39 	15.57 	15.58 	15.98 	16.71 	17.39 	: 
A,K,PPS,FI	: 	: 	: 	: 	: 	18.93 	19.00 	20.00 	21.06 	22.27 	23.43 	23.92 	25.31 	26.42 
A,K,PPS,FR	: 	20.02 	21.37 	22.11 	23.16 	25.55 	27.56 	29.14 	28.09 	28.73 	28.49 	29.57 	30.84 	30.08 
A,K,PPS,HU	: 	5.79 	5.74 	6.72 	7.05 	7.82 	8.23 	9.44 	9.48 	9.29 	9.85 	10.59 	10.65 	: 
A,K,PPS,IT	: 	17.65 	18.03 	17.92 	18.05 	18.38 	18.02 	18.59 	19.17 	19.56 	: 	: 	: 	: 
A,K,PPS,LT	: 	3.25 	3.58 	4.38 	5.16 	5.34 	4.81 	5.58 	6.16 	6.67 	7.12 	7.71 	8.44 	: 
A,K,PPS,LU	: 	16.77 e	17.74 e	18.92 e	19.91 e	21.45 e	22.46 e	23.66 e	24.39 e	23.06 e	21.96 	22.42 	22.48 	22.84 
A,K,PPS,LV	: 	: 	2.76 	3.26 	3.68 	4.14 	4.30 	4.68 	4.66 	4.91 	5.20 	6.14 	7.12 	7.84 
A,K,PPS,MT	: 	: 	: 	: 	: 	: 	: 	9.67 	10.66 	9.80 	9.47 	7.77 	9.14 	: 
A,K,PPS,NL	: 	16.91 	16.84 	18.89 	19.59 	22.09 	23.23 	24.22 	24.57 	25.18 	24.95 	: 	: 	: 
A,K,PPS,PL	: 	5.95 	6.86 	7.32 	8.43 	8.35 	8.83 	8.89 	8.84 	8.87 	9.42 	10.00 	11.51 	: 
A,K,PPS,PT	: 	9.18 	9.61 	9.81 	10.49 	9.75 	10.43 	11.01 	11.97 	12.70 	13.39 	14.03 	14.19 	14.17 
A,K,PPS,RO	: 	: 	: 	: 	: 	3.02 	3.57 	3.75 	3.42 	3.89 	4.07 	4.55 	5.80 	: 
A,K,PPS,SE	16.43 	18.03 	18.83 	20.14 	21.78 	24.13 	24.77 	25.50 	26.32 	27.79 	28.52 	29.58 	30.76 	: 
A,K,PPS,SI	11.20 	11.71 	12.50 	13.14 	13.89 	15.39 	16.49 	17.70 	18.19 	15.48 	15.94 	16.79 	17.41 	: 
A,K,PPS,SK	: 	5.40 	6.67 	6.99 	7.13 	7.37 	8.97 	8.65 	8.61 	9.46 	10.54 	10.45 	11.05 	: 
A,K,PPS,UK	: 	16.74 	17.44 	18.48 	19.82 	22.57 	24.39 	25.05 	25.13 	26.12 	22.20 	23.12 	22.81 	: 
A,L,EUR,BG	: 	: 	: 	0.99 e	1.16 e	1.47 	1.63 	1.89 	2.11 	2.32 	2.31 	2.46 	2.92 	: 
A,L,EUR,CH	: 	: 	: 	: 	: 	37.70 	: 	42.10 	: 	40.15 	: 	40.61 	: 	42.14 
A,L,EUR,CY	: 	9.73 	10.63 	10.93 	11.36 	12.30 	12.55 	13.33 	14.19 	14.60 	15.74 	16.69 	17.17 	18.38 
A,L,EUR,CZ	2.74 	3.08 	2.91 	3.11 	3.31 	3.67 	4.39 	5.39 	6.42 	6.56 	7.50 	8.39 	9.32 	: 
A,L,EUR,DE	: 	22.10 	22.80 	23.40 	24.10 	24.90 	25.40 	26.40 	27.00 	27.50 	27.70 	27.50 	28.00 	: 
A,L,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29.78 	32.86 	33.90 	: 
A,L,EUR,EE	: 	2.01 	2.35 	2.73 	3.21 	3.77 	4.08 	4.62 	5.08 	5.46 	6.03 	6.85 	8.49 	10.03 
A,L,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	6.79 	7.03 	8.25 	8.30 	10.22 	: 
A,L,EUR,LT	: 	: 	: 	: 	: 	3.33 	3.69 	4.22 	4.56 	4.83 	5.31 	6.17 	6.70 	: 
A,L,EUR,LV	: 	: 	: 	2.08 	2.51 	2.97 	3.12 	3.43 	3.52 	3.84 	4.32 	5.42 	7.29 	8.33 
A,L,EUR,MT	: 	: 	: 	: 	: 	: 	: 	9.33 	9.83 	9.13 	10.25 	8.79 	10.26 	: 
A,L,EUR,NL	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,L,EUR,PL	: 	3.71 	3.99 	4.49 	4.87 	5.43 	6.29 	6.19 	5.58 	5.65 	6.51 	7.13 	7.73 	: 
A,L,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.30 	: 	: 	: 	: 
A,L,EUR,RO	: 	: 	: 	: 	: 	1.27 	1.44 	1.47 	1.66 	1.80 	2.59 	3.53 	4.75 	: 
A,L,EUR,SI	9.13 	9.72 	10.45 	10.97 	11.61 	11.82 	12.92 	13.60 	14.28 	13.89 	13.93 	14.65 	15.17 	: 
A,L,EUR,SK	: 	2.02 	2.06 	2.14 	2.60 	3.09 	3.59 	3.75 	4.01 	4.33 	4.77 	5.43 	6.39 	: 
A,L,NAC,BG	: 	: 	: 	1.95 e	2.26 e	2.87 	3.17 	3.68 	4.12 	4.53 	4.52 	4.82 	5.71 	: 
A,L,NAC,CH	: 	: 	: 	: 	: 	58.74 	: 	61.76 	: 	61.99 	: 	63.87 	: 	66.90 
A,L,NAC,CY	: 	9.84 	10.58 	10.82 	11.24 	12.06 	12.35 	13.10 	14.16 	14.51 	15.51 	16.42 	17.09 	18.38 
A,L,NAC,CZ	94.95 	106.03 	104.47 	112.17 	122.22 	130.54 	149.67 	165.97 	204.32 	209.27 	223.25 	237.90 	258.75 	: 
A,L,NAC,DE	: 	21.58 	22.90 	23.56 	24.10 	24.90 	25.40 	26.40 	27.00 	27.50 	27.70 	27.50 	28.00 	: 
A,L,NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	221.90 	245.11 	252.59 	: 
A,L,NAC,EE	: 	1.96 	2.36 	2.75 	3.21 	3.77 	4.08 	4.62 	5.08 	5.46 	6.03 	6.85 	8.49 	10.03 
A,L,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	1723.00 	1768.00 	2047.00 	2194.00 	2569.00 	: 
A,L,NAC,LT	: 	: 	: 	: 	: 	12.32 	13.22 	14.59 	15.74 	16.68 	18.32 	21.30 	23.12 	: 
A,L,NAC,LV	: 	: 	: 	1.37 	1.57 	1.66 	1.75 	1.99 	2.25 	2.56 	3.01 	3.77 	5.10 	5.85 
A,L,NAC,MT	: 	: 	: 	: 	: 	: 	: 	8.89 	9.76 	9.10 	10.26 	8.79 	10.26 	: 
A,L,NAC,PL	: 	12.71 	14.84 	17.60 	20.59 	21.75 	23.10 	23.88 	24.54 	25.57 	26.18 	27.78 	29.26 	: 
A,L,NAC,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.30 	: 	: 	: 	: 
A,L,NAC,RO	: 	: 	: 	: 	: 	2.53 	3.74 	4.60 	6.25 	7.30 	9.38 	12.45 	15.83 	: 
A,L,NAC,SI	5.90 	6.97 	7.90 	8.51 	9.42 	10.19 	11.76 	12.82 	13.93 	13.86 	13.93 	14.65 	15.17 	: 
A,L,NAC,SK	: 	2.62 	2.61 	2.80 	3.80 	4.37 	5.16 	5.32 	5.53 	5.76 	6.11 	6.71 	7.16 	: 
A,L,PPS,BG	: 	: 	: 	2.64 e	3.05 e	3.81 	3.97 	4.62 	5.19 	5.52 	5.34 	5.49 	6.41 	: 
A,L,PPS,CH	: 	: 	: 	: 	: 	26.46 	: 	28.69 	: 	28.51 	: 	30.16 	: 	32.61 
A,L,PPS,CY	: 	11.26 	12.27 	12.54 	13.01 	13.97 	14.12 	14.96 	15.60 	16.00 	17.40 	18.48 	19.45 	20.70 
A,L,PPS,CZ	6.57 	7.01 	6.55 	6.56 	7.14 	7.63 	8.79 	9.44 	11.76 	11.84 	12.88 	13.68 	14.93 	: 
A,L,PPS,DE	: 	19.35 	20.81 	21.52 	22.47 	23.37 	23.75 	24.76 	25.43 	26.25 	26.79 	26.80 	27.53 	: 
A,L,PPS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.19 	23.74 	24.69 	: 
A,L,PPS,EE	: 	4.04 	4.63 	5.05 	5.65 	6.58 	6.69 	7.59 	8.18 	8.67 	9.31 	10.00 	11.57 	12.91 
A,L,PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	11.66 	11.33 	13.01 	13.69 	15.32 	: 
A,L,PPS,LT	: 	: 	: 	: 	: 	6.34 	6.82 	7.79 	8.71 	9.03 	9.66 	10.76 	11.16 	: 
A,L,PPS,LV	: 	: 	: 	4.21 	4.81 	5.05 	5.30 	6.01 	6.47 	6.85 	7.57 	8.92 	10.94 	11.14 
A,L,PPS,MT	: 	: 	: 	: 	: 	: 	: 	12.52 	13.66 	12.47 	14.02 	11.75 	13.59 	: 
A,L,PPS,PL	: 	7.33 	7.71 	8.39 	9.40 	9.38 	9.71 	10.12 	10.25 	10.61 	10.64 	11.42 	12.53 	: 
A,L,PPS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.38 	: 	: 	: 	: 
A,L,PPS,RO	: 	: 	: 	: 	: 	2.99 	3.45 	3.42 	3.83 	4.16 	4.75 	6.13 	7.44 	: 
A,L,PPS,SI	12.14 	13.37 	14.44 	14.79 	15.66 	16.22 	17.48 	18.27 	18.72 	18.40 	18.30 	19.10 	19.23 	: 
A,L,PPS,SK	: 	5.02 	4.96 	5.10 	6.41 	6.97 	8.26 	8.38 	7.92 	7.89 	8.60 	9.35 	10.11 	: 
A,M,EUR,AT	: 	: 	: 	: 	: 	24.86 	25.39 	25.96 	26.53 	26.76 	26.91 	27.46 	27.82 	27.84 
A,M,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.43 	26.06 	27.16 	28.95 	29.65 
A,M,EUR,BG	: 	: 	: 	0.74 e	0.89 e	1.13 	1.26 	1.44 	1.60 	1.73 	1.78 	1.91 	2.20 	: 
A,M,EUR,CH	: 	: 	: 	: 	: 	43.45 	: 	47.01 	: 	42.82 	: 	42.32 	: 	43.66 
A,M,EUR,CY	: 	12.11 	13.23 	14.69 	15.07 	15.46 	15.94 	17.44 	18.63 	18.08 	19.47 	19.47 	20.68 	22.13 
A,M,EUR,CZ	2.13 	2.58 	2.51 	2.51 	2.77 	2.99 	3.65 	4.46 	4.94 	5.20 	6.09 	6.77 	7.47 	: 
A,M,EUR,DE	: 	28.30 	29.20 	29.90 	30.70 	31.40 	32.10 	32.60 	32.80 	32.90 	32.50 	33.00 	33.00 	: 
A,M,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30.84 	31.28 	32.65 	: 
A,M,EUR,EE	: 	1.47 	1.71 	2.04 	2.42 	2.59 	2.91 	3.35 	3.70 	4.06 	4.56 	5.02 	6.00 	7.19 
A,M,EUR,ES	: 	: 	: 	: 	: 	16.90 	16.13 	17.19 	18.03 	19.12 	20.47 	21.20 	21.98 	: 
A,M,EUR,FI	: 	: 	: 	: 	: 	: 	: 	22.38 	25.11 	24.63 	24.96 	24.50 	25.08 	26.55 
A,M,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	6.11 	6.15 	7.40 	7.08 	7.71 	: 
A,M,EUR,LT	: 	: 	: 	: 	: 	2.57 	2.63 	2.79 	2.89 	3.24 	3.53 	3.89 	4.47 	: 
A,M,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.50 	34.88 	36.23 	37.45 	37.38 
A,M,EUR,LV	: 	: 	: 	1.56 	1.81 	2.27 	2.55 	2.82 	2.77 	2.86 	3.08 	3.69 	4.84 	6.04 
A,M,EUR,MT	: 	: 	: 	: 	: 	: 	: 	11.23 	10.96 	8.90 	9.21 	9.06 	9.52 	: 
A,M,EUR,NL	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,M,EUR,PL	: 	3.65 	4.30 	4.67 	4.91 	6.22 	7.42 	7.33 	6.86 	6.77 	8.13 	8.73 	9.50 	: 
A,M,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.60 	18.90 	18.95 	19.50 	20.27 
A,M,EUR,RO	: 	: 	: 	: 	: 	1.39 	1.43 	1.61 	1.62 	1.99 	2.74 	3.56 	4.10 	: 
A,M,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.82 	24.00 	24.71 	25.23 	: 
A,M,EUR,SI	7.62 	8.08 	9.08 	9.59 	10.15 	10.67 	11.81 	13.00 	13.53 	12.87 	13.93 	14.54 	15.21 	: 
A,M,EUR,SK	: 	2.01 	2.26 	2.28 	1.94 	2.11 	2.08 	2.47 	2.90 	3.28 	3.77 	4.40 	5.13 	: 
A,M,EUR,UK	: 	: 	18.59 	19.82 	21.25 	23.69 	23.75 	24.43 	23.43 	25.11 	21.78 	22.53 	23.28 	: 
A,M,NAC,AT	: 	: 	: 	: 	: 	24.86 	25.39 	25.96 	26.53 	26.76 	26.91 	27.46 	27.82 	27.84 
A,M,NAC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.43 	26.06 	27.16 	28.95 	29.65 
A,M,NAC,BG	: 	: 	: 	1.46 e	1.75 e	2.21 	2.45 	2.80 	3.12 	3.37 	3.49 	3.73 	4.30 	: 
A,M,NAC,CH	: 	: 	: 	: 	: 	67.69 	: 	68.96 	: 	66.10 	: 	66.57 	: 	69.30 
A,M,NAC,CY	: 	12.25 	13.17 	14.54 	14.90 	15.16 	15.68 	17.14 	18.59 	17.97 	19.19 	19.15 	20.59 	22.13 
A,M,NAC,CZ	74.00 	89.00 	90.22 	90.55 	102.24 	106.39 	124.29 	137.39 	157.45 	165.78 	181.44 	191.88 	207.54 	: 
A,M,NAC,DE	: 	27.63 	29.33 	30.10 	30.70 	31.40 	32.10 	32.60 	32.80 	32.90 	32.50 	33.00 	33.00 	: 
A,M,NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	229.82 	233.35 	243.24 	: 
A,M,NAC,EE	: 	1.43 	1.71 	2.05 	2.42 	2.59 	2.91 	3.35 	3.70 	4.06 	4.56 	5.02 	6.00 	7.19 
A,M,NAC,ES	: 	: 	: 	: 	: 	16.90 	16.13 	17.19 	18.03 	19.12 	20.47 	21.20 	21.98 	: 
A,M,NAC,FI	: 	: 	: 	: 	: 	: 	: 	22.38 	25.11 	24.63 	24.96 	24.50 	25.08 	26.55 
A,M,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	1549.00 	1548.00 	1835.00 	1872.00 	1938.00 	: 
A,M,NAC,LT	: 	: 	: 	: 	: 	9.48 	9.42 	9.65 	9.97 	11.18 	12.20 	13.42 	15.44 	: 
A,M,NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.50 	34.88 	36.23 	37.45 	37.38 
A,M,NAC,LV	: 	: 	: 	1.03 	1.13 	1.27 	1.43 	1.64 	1.78 	1.90 	2.15 	2.57 	3.39 	4.25 
A,M,NAC,MT	: 	: 	: 	: 	: 	: 	: 	10.70 	10.88 	8.87 	9.22 	9.06 	9.52 	: 
A,M,NAC,PL	: 	12.49 	15.98 	18.28 	20.76 	24.93 	27.24 	28.29 	30.19 	30.63 	32.69 	34.01 	35.96 	: 
A,M,NAC,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.60 	18.90 	18.95 	19.50 	20.27 
A,M,NAC,RO	: 	: 	: 	: 	: 	2.76 	3.71 	5.03 	6.07 	8.07 	9.91 	12.56 	13.66 	: 
A,M,NAC,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	217.33 	222.77 	228.65 	233.37 	: 
A,M,NAC,SI	4.92 	5.79 	6.86 	7.44 	8.24 	9.20 	10.75 	12.26 	13.20 	12.84 	13.93 	14.53 	15.21 	: 
A,M,NAC,SK	: 	2.59 	2.86 	2.99 	2.84 	2.99 	2.99 	3.50 	3.99 	4.36 	4.82 	5.44 	5.76 	: 
A,M,NAC,UK	: 	: 	12.87 	13.41 	14.00 	14.44 	14.77 	15.36 	16.21 	17.04 	14.89 	15.36 	15.93 	: 
A,M,PPS,AT	: 	: 	: 	: 	: 	24.41 	24.23 	25.10 	25.68 	25.90 	26.22 	26.93 	27.13 	26.40 
A,M,PPS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.82 	24.46 	25.22 	26.95 	26.85 
A,M,PPS,BG	: 	: 	: 	1.98 e	2.36 e	2.93 	3.07 	3.52 	3.93 	4.11 	4.12 	4.25 	4.82 	: 
A,M,PPS,CH	: 	: 	: 	: 	: 	30.49 	: 	32.03 	: 	30.41 	: 	31.44 	: 	33.78 
A,M,PPS,CY	: 	14.02 	15.28 	16.85 	17.25 	17.56 	17.93 	19.57 	20.48 	19.81 	21.53 	21.55 	23.43 	24.93 
A,M,PPS,CZ	5.12 	5.89 	5.66 	5.29 	5.97 	6.22 	7.30 	7.82 	9.06 	9.38 	10.47 	11.04 	11.98 	: 
A,M,PPS,DE	: 	24.78 	26.65 	27.49 	28.62 	29.47 	30.01 	30.57 	30.90 	31.40 	31.43 	32.16 	32.45 	: 
A,M,PPS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.95 	22.61 	23.78 	: 
A,M,PPS,EE	: 	2.95 	3.36 	3.76 	4.26 	4.52 	4.77 	5.50 	5.96 	6.43 	7.04 	7.33 	8.17 	9.26 
A,M,PPS,ES	: 	: 	: 	: 	: 	19.88 	18.90 	20.32 	20.40 	21.02 	22.44 	23.10 	23.67 	: 
A,M,PPS,FI	: 	: 	: 	: 	: 	: 	: 	18.06 	19.83 	19.89 	20.17 	19.96 	20.97 	21.88 
A,M,PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	10.48 	9.92 	11.66 	11.68 	11.56 	: 
A,M,PPS,LT	: 	: 	: 	: 	: 	4.87 	4.86 	5.15 	5.52 	6.05 	6.44 	6.78 	7.45 	: 
A,M,PPS,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.51 	31.22 	32.53 	32.63 	31.82 
A,M,PPS,LV	: 	: 	: 	3.17 	3.46 	3.86 	4.33 	4.96 	5.10 	5.09 	5.40 	6.08 	7.27 	8.08 
A,M,PPS,MT	: 	: 	: 	: 	: 	: 	: 	15.07 	15.22 	12.15 	12.60 	12.11 	12.61 	: 
A,M,PPS,PL	: 	7.20 	8.30 	8.71 	9.47 	10.75 	11.45 	11.99 	12.61 	12.71 	13.29 	13.98 	15.40 	: 
A,M,PPS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.29 	22.19 	22.31 	22.76 	23.03 
A,M,PPS,RO	: 	: 	: 	: 	: 	3.26 	3.42 	3.75 	3.72 	4.60 	5.02 	6.18 	6.42 	: 
A,M,PPS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.62 	20.14 	20.85 	21.82 	: 
A,M,PPS,SI	10.13 	11.11 	12.54 	12.94 	13.69 	14.65 	15.98 	17.46 	17.74 	17.05 	18.31 	18.96 	19.28 	: 
A,M,PPS,SK	: 	4.97 	5.43 	5.44 	4.79 	4.76 	4.79 	5.52 	5.72 	5.97 	6.79 	7.59 	8.12 	: 
A,M,PPS,UK	: 	: 	17.28 	17.66 	18.39 	19.75 	20.34 	20.87 	21.73 	23.14 	19.82 	20.37 	20.43 	: 
A,M-O,EUR,AT	: 	: 	: 	: 	: 	23.40 	22.87 	23.33 	23.06 	23.56 	24.20 	24.92 	25.22 	25.75 
A,M-O,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.36 	25.98 	26.91 	28.12 	29.22 
A,M-O,EUR,BG	: 	: 	: 	0.70 e	0.82 e	1.04 	1.17 	1.32 	1.38 	1.45 	1.63 	1.71 	1.98 	: 
A,M-O,EUR,CH	: 	: 	: 	: 	: 	31.78 	: 	35.63 	: 	34.53 	: 	34.74 	: 	35.70 
A,M-O,EUR,CY	: 	9.59 	10.56 	11.53 	11.87 	11.69 	12.33 	13.32 	14.14 	14.24 	15.44 	15.61 	16.27 	17.82 
A,M-O,EUR,CZ	2.13 	2.47 	2.48 	2.54 	2.76 	3.02 	3.76 	4.58 	4.93 	5.07 	5.80 	6.53 	7.12 	: 
A,M-O,EUR,DE	: 	23.60 	24.10 	24.50 	25.00 	25.50 	26.00 	26.40 	26.70 	26.60 	26.30 	26.50 	26.60 	: 
A,M-O,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.03 	29.22 	30.08 	: 
A,M-O,EUR,EE	: 	1.47 	1.67 	1.98 	2.32 	2.50 	2.78 	3.11 	3.48 	3.86 	4.40 	4.95 	5.98 	7.16 
A,M-O,EUR,ES	: 	: 	: 	: 	: 	15.18 	14.58 	15.21 	16.07 	16.71 	17.46 	18.37 	19.51 	: 
A,M-O,EUR,FI	: 	: 	: 	: 	: 	: 	: 	18.99 	20.12 	20.39 	21.03 	21.48 	22.04 	23.08 
A,M-O,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	5.35 	5.26 	6.35 	6.20 	6.94 	: 
A,M-O,EUR,LT	: 	: 	: 	: 	: 	2.32 	2.42 	2.59 	2.66 	2.93 	3.28 	3.85 	4.46 	: 
A,M-O,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.16 	34.42 	35.57 	36.49 	37.33 
A,M-O,EUR,LV	: 	: 	: 	1.41 	1.68 	2.02 	2.21 	2.44 	2.43 	2.55 	2.80 	3.42 	4.60 	5.64 
A,M-O,EUR,MT	: 	: 	: 	: 	: 	: 	: 	8.65 	9.05 	8.93 	9.23 	9.54 	9.83 	: 
A,M-O,EUR,NL	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,M-O,EUR,PL	: 	2.86 	3.44 	3.77 	3.97 	4.31 	5.45 	5.46 	5.22 	5.29 	6.31 	6.84 	7.69 	: 
A,M-O,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.30 	15.70 	16.13 	16.66 	17.26 
A,M-O,EUR,RO	: 	: 	: 	: 	: 	1.30 	1.40 	1.56 	1.55 	1.85 	2.54 	3.20 	3.79 	: 
A,M-O,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.39 	25.58 	26.34 	26.89 	: 
A,M-O,EUR,SI	7.98 	8.46 	9.28 	9.85 	10.41 	10.99 	11.88 	13.00 	13.31 	12.89 	13.50 	14.05 	14.14 	: 
A,M-O,EUR,SK	: 	1.83 	2.09 	2.29 	2.04 	2.20 	2.21 	2.77 	3.09 	3.48 	3.81 	4.39 	5.25 	: 
A,M-O,EUR,UK	: 	: 	16.42 	17.87 	19.17 	21.81 	22.16 	22.95 	21.88 	23.30 	22.39 	22.72 	23.16 	: 
A,M-O,NAC,AT	: 	: 	: 	: 	: 	23.40 	22.87 	23.33 	23.06 	23.56 	24.20 	24.92 	25.22 	25.75 
A,M-O,NAC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.36 	25.98 	26.91 	28.12 	29.22 
A,M-O,NAC,BG	: 	: 	: 	1.38 e	1.61 e	2.04 	2.27 	2.57 	2.69 	2.84 	3.19 	3.35 	3.87 	: 
A,M-O,NAC,CH	: 	: 	: 	: 	: 	49.51 	: 	52.27 	: 	53.30 	: 	54.65 	: 	56.67 
A,M-O,NAC,CY	: 	9.70 	10.51 	11.41 	11.74 	11.46 	12.13 	13.09 	14.11 	14.16 	15.22 	15.36 	16.20 	17.82 
A,M-O,NAC,CZ	73.96 	85.19 	89.23 	91.50 	101.67 	107.52 	128.03 	141.09 	157.00 	161.62 	172.64 	185.09 	197.73 	: 
A,M-O,NAC,DE	: 	23.04 	24.21 	24.67 	25.00 	25.50 	26.00 	26.40 	26.70 	26.60 	26.30 	26.50 	26.60 	: 
A,M-O,NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	208.85 	217.93 	224.09 	: 
A,M-O,NAC,EE	: 	1.44 	1.68 	1.99 	2.32 	2.50 	2.78 	3.11 	3.48 	3.86 	4.40 	4.95 	5.98 	7.16 
A,M-O,NAC,ES	: 	: 	: 	: 	: 	15.18 	14.58 	15.21 	16.07 	16.71 	17.46 	18.37 	19.51 	: 
A,M-O,NAC,FI	: 	: 	: 	: 	: 	: 	: 	18.99 	20.12 	20.39 	21.03 	21.48 	22.04 	23.08 
A,M-O,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	1358.00 	1323.00 	1574.00 	1639.00 	1744.00 	: 
A,M-O,NAC,LT	: 	: 	: 	: 	: 	8.59 	8.67 	8.96 	9.17 	10.10 	11.33 	13.28 	15.40 	: 
A,M-O,NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.16 	34.42 	35.57 	36.49 	37.33 
A,M-O,NAC,LV	: 	: 	: 	0.93 	1.05 	1.13 	1.24 	1.42 	1.56 	1.70 	1.95 	2.38 	3.22 	3.97 
A,M-O,NAC,MT	: 	: 	: 	: 	: 	: 	: 	8.24 	8.98 	8.90 	9.24 	9.54 	9.83 	: 
A,M-O,NAC,PL	: 	9.80 	12.77 	14.75 	16.77 	17.27 	20.03 	21.06 	22.96 	23.96 	25.39 	26.64 	29.11 	: 
A,M-O,NAC,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.30 	15.70 	16.13 	16.66 	17.26 
A,M-O,NAC,RO	: 	: 	: 	: 	: 	2.59 	3.63 	4.89 	5.81 	7.48 	9.20 	11.30 	12.63 	: 
A,M-O,NAC,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	231.65 	237.44 	243.72 	248.75 	: 
A,M-O,NAC,SI	5.16 	6.06 	7.01 	7.64 	8.45 	9.47 	10.80 	12.26 	12.99 	12.87 	13.49 	14.05 	14.14 	: 
A,M-O,NAC,SK	: 	2.36 	2.65 	3.01 	2.98 	3.12 	3.17 	3.92 	4.25 	4.62 	4.89 	5.42 	5.88 	: 
A,M-O,NAC,UK	: 	: 	11.37 	12.09 	12.63 	13.29 	13.78 	14.43 	15.14 	15.81 	15.31 	15.49 	15.85 	: 
A,M-O,PPS,AT	: 	: 	: 	: 	: 	22.98 	21.83 	22.56 	22.32 	22.81 	23.58 	24.44 	24.59 	24.42 
